V3,V10,V11,V12,V14,V16,V17,day_of_week,day_of_month,hour_cos,day_sin,day_cos,is_business_hours,is_lunch_time,is_evening,is_round_amount,amount_decimal_places,amount_first_digit,amount_second_digit,amount_bin_quantile,amount_bin_log,time_since_last,time_since_last_fillna,is_velocity_increasing,tx_frequency_hour,v_mean,v_std,v_mad,v_min,v_range,v_q25,v_iqr,v_moment_4,v_entropy,v_energy,v_l1_norm,v_l2_norm,v_linf_norm,v_outliers_2sigma,v_outliers_3sigma,v_pca_3,anomaly_score_iforest,anomaly_score_iforest_raw,cluster_kmeans,cluster_kmeans_dist,V2_V3_diff,V2_V4_mult,V3_V4_mult,V3_V4_diff,V4_V6_diff,pca_1
-0.7576529806480977,0.07509316310551434,-0.007445754576078008,-0.07799653692880401,0.4397032668423686,0.4882824223445353,-0.8909533661469211,0.0,0.0,-0.44450590523405553,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,-0.8333333333333334,0.4,0.0,0.0,0.0,1.0,0.0,1.1911911673596711,0.2914158880576187,-0.36918566866487995,0.44290291435714874,0.48943739021860133,0.9779986146289897,-0.6001216452502814,0.7560412835922179,-1.4418634689695098,0.3671934856155489,-0.04048363130292323,0.35147067987117553,1.0970322329739608,0.0,1.0,-0.9923273948031942,1.0,-0.038493816668863694,2.0,-0.9140201777388608,0.5701202484219078,0.06878533001087306,0.6212616911021485,-0.30502060145979265,-2.036988589343317,0.7561442111642903
0.531541999680779,-0.8923913879184656,-0.08430529306085133,-2.255651337136859,1.7955336447303103,0.2113807364376649,0.5005797679665905,0.0,0.0,0.37893738196301185,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,-0.6,-0.6666666666666666,2.0,2.0,0.0,-1.0000179996760057,0.7337449387241868,0.35199965906227887,-0.47157122355936276,-0.4246605494058012,0.8582422883869858,0.4527869698787694,-0.43132222861527686,0.7721289413152574,-0.45193428397650803,0.3662522892620174,0.06585367944064888,0.3506273428036882,0.8284279279647813,0.0,1.0,0.19507626013851878,1.0,-0.38687238405720664,0.0,0.5419111630480621,0.1427075794468632,0.552356827946614,0.40720296105052806,0.2934978241068931,0.20415491850876288,0.7722758220673032
-1.4311712776827237,-0.5485587344199527,-0.8051577017429842,-0.6156891886779198,-0.7482601375097082,0.12061149774495429,0.6024497107884205,1.0,1.0,-0.5176380902050415,0.7818314824680298,0.6234898018587336,1.0,0.0,0.0,0.0,2.0,-0.25,0.5,0.8,0.6666666666666666,1.0,1.0,0.0,-1.0,-0.6476367926165824,-0.10330031801944423,0.1575901905841008,-0.7852944828466083,0.3913200339130328,-0.44070097615253434,0.16948844679605196,0.15090608450621884,0.5848628900529748,-0.1054247492674836,-0.21152206669916065,-0.1108907577476453,0.4476561468699807,0.0,1.0,-1.3416601342077419,1.0,0.31713075833006626,-1.0,-0.11433381068651524,1.0572023071706445,-0.223059857597387,-1.0145861987380107,-1.2923861940979162,0.45191077190014917,0.15107548298133505
0.06721721553322861,-0.9991460242118299,-0.4317503655984497,-1.286907213548771,-0.7293409841195102,-0.37541173820931256,1.4939055177221947,1.0,1.0,-0.32816939922353555,0.7818314824680298,0.6234898018587336,1.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,0.2,0.0,1.0,1.0,0.0,-1.0,-0.08318313166334843,-0.15612935779623174,1.0457292109859118,0.24578889750280103,-0.5509485912154322,-0.794537711387148,1.1341460712308007,-0.2731549215352476,-0.05698778062265469,-0.17320071149232563,0.10160782567345127,-0.18512006640109532,-0.5808942208143741,-2.0,0.0,-0.4366401007531943,1.0,0.07025758007782765,0.0,-0.037812372753329805,0.34999175810124994,-0.07211361167062538,-0.018161484497168406,0.11530029281371842,0.19423649197281195,-0.27324526041774566
0.37123481092982286,-0.9026635775415932,-0.93858541349974,0.2917926009086533,0.7965390657947474,-0.49041272624426124,1.5780848394602744,0.0,0.0,-0.17655671280293306,0.0,1.0,1.0,0.0,0.0,0.0,2.0,-0.25,-0.5,0.8,0.3333333333333333,0.0,0.0,1.0,0.0,-0.08981344245484899,0.8059617061768377,0.5008564880764773,-0.685543044204204,0.4687501028535066,-0.12507373505280128,1.015559301853544,0.9005241017642335,0.15722986443015005,0.8456443521379662,0.809989953502761,0.7510243907198735,0.34814976276172366,0.0,0.0,0.28734649329818884,1.0,-0.012401657162770955,0.0,0.8100775164210509,0.5793591927016937,3.0066875552801218,1.07628059734927,-0.27085985281631175,0.1928468994815095,0.9006456589117671
-0.5810552613544279,-0.16877762099732366,0.6568647362419933,0.41254458424966595,-0.660924225421721,0.5332219008308894,0.45693715330117296,1.0,1.0,0.7071067811865472,0.7818314824680298,0.6234898018587336,0.0,0.0,1.0,0.0,2.0,1.5,0.6666666666666666,-0.2,-0.3333333333333333,1.0,1.0,0.0,-1.0,-0.01214319236088792,-0.6012277894133516,0.0924685048640772,0.7649384999434068,-0.7087352917446187,-0.3376451136075679,0.3738157771762001,-0.3700924290541176,0.23499001030072175,-0.5235628461759018,-0.4250752540399221,-0.6176636063270359,-0.5206965681234799,-1.0,0.0,-0.8858640287271291,1.0,0.42424036146486693,0.0,-0.36618129132679084,1.1889202394720833,-1.1140200426950286,0.5137448169325145,-0.13130619491671108,-0.11906765788219346,-0.37038896654809084
0.4133019572648028,-1.2491790687458997,0.07075098042598306,1.4612200082787457,-0.08083690291093149,-2.473240777310642,1.5520665463183354,0.0,0.0,-0.32816939922353555,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.25,-0.8333333333333334,0.6,0.3333333333333333,1.0,1.0,0.0,-1.0,-2.0846531942926925,1.5048823086481333,1.2175256638866911,-1.285830236015269,0.6881589083998768,-1.8814384268180984,1.1979051833378882,1.8821931400028757,3.251570505480356,2.0784512777527246,1.7386996552641845,1.6003900042659764,0.9469622580656912,-1.0,0.0,0.657126453985845,-1.0,-2.1079787087750312,0.0,1.8169158828047383,-0.5319023829896362,0.9484440337968875,-2.22518216366217,1.521321912367174,-1.5840956502508792,1.8838800385703796
1.4157794196270237,4.419904111445701,0.9483136911007343,-0.8314372855638336,-1.772212923219581,-0.8641298288579581,-0.18553275155245527,1.0,1.0,0.7071067811865472,0.7818314824680298,0.6234898018587336,0.0,0.0,1.0,0.0,2.0,1.25,0.0,-0.4,-0.3333333333333333,0.0,0.0,1.0,0.0,2.7942095670197125,2.132985471756389,1.9028119866490425,0.149041104593297,1.2588194246223392,0.042171745758820295,2.5938367369236643,4.781954774564997,-6.548847386013193,3.3977189138306945,2.268569624344896,2.3435160278545175,2.048964282537752,0.0,0.0,0.7949737486336187,-1.0,-2.311133361904197,0.0,2.6291609703322494,-0.5221936489751359,5.508437949355258,8.060438828624546,-0.23884331993329022,-0.2896985986584642,4.782400555125179
0.3036871902411755,0.9485302670676485,0.4702497731643911,-0.5032121299555198,-0.5704460487457653,0.6848200199286905,-0.6306029664529792,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5,0.6666666666666666,-0.4,-0.3333333333333333,1.0,1.0,1.0,-1.0,0.34666244985817535,-0.5642906136163662,0.45008516360347983,0.6557206837014274,-0.7263016086753501,-0.12529438301444515,0.4725926929340384,-0.38364143508753745,0.3382237820486814,-0.48492214993325067,-0.31833172702553897,-0.5649309303647224,-0.6580732110562103,-1.0,0.0,-0.044650744813202026,1.0,0.12055953293364838,0.0,-0.4565550855171493,0.3529567033969192,-0.6603585895151459,-0.28524826181609486,0.46949818385890446,-0.23468728857895493,-0.38387748298949687
-0.09095863383770841,1.1766600303073496,-0.8368481248136244,-0.5766530355038573,-1.6978071341181447,-0.9323276087502648,1.021767879376766,0.0,0.0,-0.3281693992235359,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.75,-0.5,0.4,0.0,0.0,0.0,1.0,0.0,-0.4016533510818942,1.6612288837184779,1.3696077202013999,-0.707184530678993,1.9649056170546002,-0.5275655021926207,0.8810094469596692,6.062668350046983,-0.22040515395107638,2.057238415657638,1.370541335064593,1.5873078515262993,2.337483940888317,-1.0,1.0,0.29206576850760213,1.0,-0.13006346727132773,2.0,1.0631880416996493,-0.8375349915517191,3.879424953174853,-0.02847064235209653,0.7722314639155948,-3.345283799229922,6.063668952905991
